Rue;Code Bureau;Bureau de Vote;Score Priorité;Nb Électeurs;Nb Foyers;Électeurs/Foyer;Âge Moyen;% Natifs Vendée;% Hommes
RUE DE LA SAUZAIE [OLONNE SUR MER] (85340);27; GYMNASE DES CHIRONS;29,59;24;18;1,33;56,25;29,17;50,00
RUE FRANCOIS MAURIAC (85180);13;MAIRIE ANNEXE DU CHATEAU D'OLONNE;29,57;12;7;1,71;62,33;50,00;41,67
AVENUE ARISTIDE BRIAND (85100);35;SALLE AUDUBON N°2;29,56;34;18;1,89;68,76;20,59;41,18
ALLEE PLAISANCE (85340);31;LE STELLA;29,56;20;11;1,82;65,50;55,00;55,00
RUE MAURICE GENEVOIX (85180);13;MAIRIE ANNEXE DU CHATEAU D'OLONNE;29,55;17;10;1,70;62,76;52,94;52,94
RUE DES PASSEREAUX (85340);31;LE STELLA;29,54;12;7;1,71;62,42;50,00;41,67
RUE DE LA CHARMELLERIE (85340);26;LYCEE ERIC TABARLY;29,54;29;18;1,61;62,62;37,93;55,17
RUE BEHIC (85100);1;HOTEL DE VILLE;29,53;11;7;1,57;59,45;36,36;45,45
IMPASSE DU RUISSEAU (85100);2;AUDITORIUM SAINT-MICHEL;29,53;11;7;1,57;59,45;18,18;45,45
CHEMIN DU PAS RENAUD (85340);34;CENTRE JEAN DE LA FONTAINE ;29,53;21;12;1,75;64,38;38,10;38,10
RUE JEAN BOUIN (85180);21;LA MAISON DES SPORTS;29,51;71;44;1,61;68,37;60,56;43,66
ALLEE DU PARTERRE (85340);33;COLONIE DE SAUVETERRE;29,51;10;6;1,67;61,30;50,00;60,00
BOULEVARD FRANKLIN ROOSEVELT (85100);1;HOTEL DE VILLE;29,50;32;19;1,68;64,63;25,00;50,00
COUREE DES TRITONS [OLONNE SUR MER] (85340);24;COMPLEXE CULTUREL DU HAVRE D'OLONNE;29,50;14;11;1,27;54,00;50,00;21,43
RUE ETIENNE LENOIR (85180);21;LA MAISON DES SPORTS;29,49;16;9;1,78;64,38;50,00;37,50
RUE DU MARECHAL BUGEAUD [CHATEAU D'OLONNE] (85180);18;ECOLE MATERNELLE DE LA PIRONNIERE;29,49;10;7;1,43;56,60;10,00;60,00
RUE ALEXANDER FLEMING (85180);14;SALLE CALIXTE-AIME PLISSONNEAU N°1;29,49;12;7;1,71;62,58;58,33;41,67
RUE MARIE LAURENCIN (85180);15;GALERIE DES RIAUX;29,49;34;22;1,55;62,15;35,29;50,00
RUE GAMBETTA (85100);10;HOTEL DE VILLE N°2;29,49;74;50;1,48;66,18;25,68;39,19
RUE DE LA MINOTERIE (85340);23;COMPLEXE SPORTIF D'OLONNE SUR MER;29,49;18;9;2,00;69,11;22,22;55,56
RUE DE VENDOME (85340);23;COMPLEXE SPORTIF D'OLONNE SUR MER;29,48;12;6;2,00;68,33;75,00;58,33
RUE DU LAURIER (85180);21;LA MAISON DES SPORTS;29,45;19;10;1,90;67,37;57,89;57,89
RUE DU PETIT VERSAILLES (85180);19;ECOLE PRIMAIRE DE LA PIRONNIERE;29,45;14;8;1,75;63,71;35,71;50,00
RUE PIERRE ROBIN [CHATEAU D'OLONNE] (85180);22;SALLE CALIXTE-AIME PLISSONNEAU N°2;29,43;28;22;1,27;33,93;82,14;39,29
RUE ROLAND MORENO [CHATEAU D'OLONNE] (85180);17;CENTRE DE LOISIRS DES PLESSES;29,43;18;13;1,38;57,00;27,78;50,00
RUE DES OUCHES (85340);34;CENTRE JEAN DE LA FONTAINE ;29,42;36;22;1,64;64,44;50,00;44,44
